timestamp_shifted,Positive_Prob,Neutral_Prob,Negative_Prob
2024-12-10 13:15:00,0.0,0.0,0.0
2024-12-10 13:20:00,0.0,0.0,0.0
2024-12-10 13:25:00,0.0,0.0,0.0
2024-12-10 13:30:00,0.57537585,0.014078752,0.41054535
2024-12-10 13:35:00,0.0,0.0,0.0
2024-12-10 13:40:00,0.0,0.0,0.0
2024-12-10 13:45:00,0.0,0.0,0.0
2024-12-10 13:50:00,0.5014762,0.47294256,0.0255812
2024-12-10 13:55:00,0.0,0.0,0.0
2024-12-10 14:00:00,0.0,0.0,0.0
2024-12-10 14:05:00,0.78267933,0.1292743462,0.0880463316
2024-12-10 14:10:00,0.0,0.0,0.0
2024-12-10 14:15:00,0.89727503,0.026539775,0.07618523
2024-12-10 14:20:00,0.7959659,0.015002779,0.18903138
2024-12-10 14:25:00,0.0,0.0,0.0
2024-12-10 14:30:00,0.0,0.0,0.0
2024-12-10 14:35:00,0.0,0.0,0.0
2024-12-10 14:40:00,0.0,0.0,0.0
2024-12-10 14:45:00,0.0,0.0,0.0
2024-12-10 14:50:00,0.5829367,0.33724964,0.07981364
2024-12-10 14:55:00,0.0,0.0,0.0
2024-12-10 15:00:00,0.0,0.0,0.0
2024-12-10 15:05:00,0.0,0.0,0.0
2024-12-10 15:10:00,0.0,0.0,0.0
2024-12-10 15:15:00,0.0,0.0,0.0
2024-12-10 15:20:00,0.0,0.0,0.0
2024-12-10 15:25:00,0.0,0.0,0.0
2024-12-10 15:30:00,0.0,0.0,0.0
2024-12-10 15:35:00,0.86627924,0.011701144,0.12201963
2024-12-10 15:40:00,0.0,0.0,0.0
2024-12-10 15:45:00,0.84897335,0.0360503445,0.114976283
2024-12-10 15:50:00,0.0,0.0,0.0
2024-12-11 09:25:00,0.6444203085714286,0.17180662747619047,0.18377306614285716
2024-12-11 09:30:00,0.89526004,0.024775067,0.079964906
2024-12-11 09:35:00,0.0,0.0,0.0
2024-12-11 09:40:00,0.0,0.0,0.0
2024-12-11 09:45:00,0.0,0.0,0.0
2024-12-11 09:50:00,0.8680998,0.0165674555,0.115332775
2024-12-11 09:55:00,0.0,0.0,0.0
2024-12-11 10:00:00,0.0,0.0,0.0
2024-12-11 10:05:00,0.0,0.0,0.0
2024-12-11 10:10:00,0.0,0.0,0.0
2024-12-11 10:15:00,0.0,0.0,0.0
2024-12-11 10:20:00,0.0,0.0,0.0
2024-12-11 10:25:00,0.0,0.0,0.0
2024-12-11 10:30:00,0.25537735,0.010980319,0.7336424
2024-12-11 10:35:00,0.0,0.0,0.0
2024-12-11 10:40:00,0.0,0.0,0.0
2024-12-11 10:45:00,0.0,0.0,0.0
2024-12-11 10:50:00,0.0,0.0,0.0
2024-12-11 10:55:00,0.0,0.0,0.0
2024-12-11 11:00:00,0.0,0.0,0.0
2024-12-11 11:05:00,0.0,0.0,0.0
2024-12-11 11:10:00,0.0,0.0,0.0
2024-12-11 11:15:00,0.0,0.0,0.0
2024-12-11 11:20:00,0.0,0.0,0.0
2024-12-11 11:25:00,0.0,0.0,0.0
2024-12-11 11:30:00,0.0,0.0,0.0
2024-12-11 11:35:00,0.0,0.0,0.0
2024-12-11 11:40:00,0.0,0.0,0.0
2024-12-11 11:45:00,0.0,0.0,0.0
2024-12-11 11:50:00,0.0,0.0,0.0
2024-12-11 11:55:00,0.0,0.0,0.0
